timestamp, aoss-0[14], cpuss-0[15], cpuss-1[16], cpuss-2[17], cpuss-3[18], cpu-1-0[19], cpu-1-1[20], cpu-1-2[21], cpu-1-3[22], cpu-1-4[23], cpu-1-5[24], cpu-1-6[25], cpu-1-7[26], cpu-1-8[27], gpuss-0[28], gpuss-1[29], aoss-1[30], cpu-0-0[31], cpu-0-1[32], cpu-0-2[33], cpu-0-3[34], nspss-0[35], nspss-1[36], nspss-2[37], video[38], ddr[39], mdmss-0[40], mdmss-1[41], mdmss-2[42], mdmss-3[43], camera-0[44], camera-1[45], pm8350-tz[48], pm8350c-tz[49], pm8350b-tz[53], pm8350b-ibat-lvl0[54], pm8350b-ibat-lvl1[55], pmr735a-tz[60], pm8450-tz[62], pm8010i-tz[63], sdm-therm[65], flash-therm[66], assign2-therm[67], assign3-therm[68], assign1-therm[69], batt-therm[70], usb-therm[71], xo-therm[72], disp-therm[73], pa-therm1[74], pa-therm2[75], qtm-n-therm[76], qtm-e-therm[77], assign4-therm[80], vbat[81], usb[87], battery[88], sony-cam-back0[82], sony-cam-back1[83], sony-cam-back1-ext[84], sony-cam-front0[85], sony-cam-back2[86],101 (C),102 (C),103 (C),104 (C),105 (C),106 (C),107 (C),108 (C),110 (C),111 (C),112 (C),117 (C),119 (C),avg,min,max
09:21:46.918303,  29.700, 29.400, 29.700, 29.000, 29.700, 30.700, 31.400, 28.700, 29.000, 29.400, 29.000, 29.400, 29.400, 29.400, 29.400, 29.700, 29.400, 29.000, 30.100, 29.700, 28.700, 29.700, 29.400, 29.700, 28.700, 29.700, 29.400, 29.400, 29.000, 29.700, 28.700, 29.000, 26.000, 37.000, 27.237, -0.468, -0.468, 25.264, 37.000, 37.000, 28.442, 27.261, 27.985, 27.843, 27.931, 27.583, 25.773, 27.745, 25.444, 28.229, 27.874, 27.000, 27.000, 27.702, 4.434, 25.000, 26.000,  0.000, 0.000, 0.000, 0.000, 0.000,18.170155,17.999016,18.126352,18.22464,18.13376,17.531736,17.731,17.789528,19.671932,18.384528,18.759693,17.792435,17.747218,18.159000, 17.532000, 19.672000
09:21:52.518312,  29.000, 29.000, 29.400, 29.000, 29.700, 30.400, 31.400, 29.000, 29.400, 29.400, 28.700, 29.000, 29.400, 29.400, 29.000, 29.700, 29.000, 28.700, 29.400, 29.000, 29.000, 29.700, 29.400, 29.400, 28.400, 29.000, 29.000, 29.000, 29.400, 29.000, 28.700, 29.400, 25.832, 37.000, 27.104, -0.468, -0.468, 25.230, 37.000, 37.000, 28.292, 27.133, 27.871, 27.739, 27.827, 27.531, 25.632, 27.630, 25.225, 27.972, 27.874, 27.000, 27.000, 27.702, 4.434, 25.000, 26.000,  0.000, 0.000, 0.000, 0.000, 0.000,17.04083,16.937655,17.147248,17.185081,17.136764,16.667208,16.911,16.775579,18.873176,17.273488,17.741868,16.72679,16.547674,17.151000, 16.548000, 18.873000
09:21:57.408303,  29.000, 29.000, 29.000, 29.000, 29.400, 30.400, 31.400, 29.000, 29.000, 29.000, 28.400, 29.000, 29.400, 29.400, 28.700, 29.700, 29.400, 28.700, 29.400, 29.000, 29.000, 29.700, 29.000, 29.700, 28.400, 28.700, 29.000, 29.000, 28.700, 29.400, 28.400, 29.000, 25.832, 37.000, 27.003, -0.468, -0.468, 24.963, 37.000, 37.000, 28.153, 26.994, 27.717, 27.609, 27.690, 27.468, 25.465, 27.520, 24.934, 27.760, 27.671, 27.000, 27.000, 27.455, 4.434, 24.000, 26.000,  0.000, 0.000, 0.000, 0.000, 0.000,16.31846,15.954583,16.18104,16.18318,16.06706,15.587544,15.789,15.796525,18.0333,16.334064,16.975272,15.706915,15.717526,16.203000, 15.588000, 18.033000
09:22:07.708377,  28.700, 29.000, 29.000, 28.700, 29.000, 29.700, 30.400, 28.400, 29.000, 29.000, 28.700, 28.700, 29.000, 28.700, 28.700, 29.700, 29.000, 28.700, 29.400, 29.000, 28.700, 29.400, 28.700, 29.400, 28.000, 29.000, 28.700, 29.000, 28.700, 28.700, 28.700, 29.000, 25.565, 37.000, 26.903, -0.468, -0.468, 24.896, 37.000, 37.000, 27.996, 26.821, 27.562, 27.468, 27.547, 27.383, 25.256, 27.372, 24.602, 27.760, 27.539, 27.000, 27.000, 27.312, 4.434, 24.000, 26.000,  0.000, 0.000, 0.000, 0.000, 0.000,15.20207,14.559255,14.982704,15.076233,14.887796,14.410272,14.807,14.6749,16.608492,15.11192,15.753882,14.536795,14.622247,15.018000, 14.410000, 16.608000
09:22:09.799597,  28.700, 28.700, 28.700, 28.400, 29.000, 29.700, 30.100, 28.400, 29.000, 28.700, 28.400, 28.400, 29.000, 28.700, 28.400, 29.400, 28.700, 28.000, 28.700, 28.700, 28.000, 29.400, 29.000, 28.700, 28.000, 28.700, 28.700, 28.700, 28.400, 28.700, 28.000, 28.700, 25.331, 37.000, 26.535, -0.468, -0.468, 24.461, 37.000, 37.000, 27.712, 26.510, 27.266, 27.203, 27.293, 27.250, 24.876, 27.112, 24.066, 27.629, 27.296, 27.000, 27.000, 27.028, 4.434, 23.000, 26.000,  0.000, 0.000, 0.000, 0.000, 0.000,14.16329,13.644562,14.248624,13.797843,13.998368,13.155312,13.415,13.40871,16.022532,14.097104,14.794644,13.37961,13.079125,13.939000, 13.079000, 16.023000
09:22:14.969601,  28.400, 28.700, 28.400, 28.400, 29.000, 29.700, 30.400, 28.400, 28.400, 28.400, 28.000, 28.400, 28.700, 28.700, 28.400, 29.000, 28.700, 28.400, 28.700, 28.700, 28.000, 28.700, 28.700, 29.000, 27.700, 28.400, 28.400, 28.400, 28.700, 28.700, 28.000, 28.700, 25.164, 37.000, 26.435, -0.468, -0.468, 24.495, 37.000, 37.000, 27.547, 26.322, 27.096, 27.037, 27.133, 27.149, 24.624, 26.951, 23.737, 27.381, 27.296, 27.000, 27.000, 27.028, 4.434, 23.000, 26.000,  0.000, 0.000, 0.000, 0.000, 0.000,12.61905,12.024277,12.571152,12.82369,12.607952,11.416296,11.715,11.772633,15.078828,12.808496,13.643757,12.01646,11.914336,12.539000, 11.416000, 15.079000
09:22:21.135699,  28.000, 28.400, 28.700, 28.000, 28.700, 29.700, 30.400, 28.400, 28.400, 28.000, 27.700, 28.400, 28.700, 28.400, 28.000, 29.000, 28.400, 28.000, 28.700, 28.400, 28.400, 28.700, 28.400, 28.700, 27.300, 28.400, 28.000, 28.400, 28.000, 28.700, 28.000, 28.400, 24.963, 37.000, 26.167, -0.468, -0.468, 24.294, 37.000, 37.000, 27.357, 26.110, 26.897, 26.848, 26.945, 27.042, 24.338, 26.767, 23.375, 27.050, 26.953, 27.000, 27.000, 26.681, 4.434, 23.000, 26.000,  0.000, 0.000, 0.000, 0.000, 0.000,11.875785,11.270126,11.628752,11.419443,11.204588,10.612524,11.132,11.034853,14.141292,11.710352,12.58224,11.135885,11.013685,11.597000, 10.613000, 14.141000
09:22:24.945681,  28.000, 28.000, 28.400, 28.000, 28.400, 29.400, 29.400, 27.700, 28.000, 28.000, 27.300, 28.000, 28.400, 28.000, 28.000, 29.000, 28.400, 27.700, 28.000, 28.700, 27.700, 28.400, 28.000, 28.700, 27.300, 28.000, 28.000, 28.000, 28.000, 28.400, 27.700, 28.000, 24.695, 37.000, 26.067, -0.468, -0.468, 24.060, 37.000, 37.000, 27.160, 25.875, 26.680, 26.641, 26.745, 26.929, 24.040, 26.578, 22.974, 27.050, 26.953, 27.000, 27.000, 26.473, 4.434, 23.000, 26.000,  0.000, 0.000, 0.000, 0.000, 0.000,10.862875,10.269216,10.246896,10.404659,10.217552,9.640428,10.242,9.984015,13.071144,10.582448,11.514765,9.89711,9.895567,10.525000, 9.640000, 13.071000
09:22:30.565720,  28.000, 28.000, 28.400, 28.000, 28.000, 29.400, 30.100, 28.000, 27.700, 27.700, 27.300, 27.700, 28.400, 27.700, 28.000, 28.400, 28.000, 27.700, 28.400, 28.000, 27.700, 28.700, 27.700, 28.400, 27.300, 28.000, 27.700, 27.700, 27.700, 28.000, 27.300, 27.700, 24.628, 37.000, 25.832, -0.468, -0.468, 23.893, 37.000, 37.000, 26.951, 25.610, 26.458, 26.437, 26.531, 26.799, 23.705, 26.374, 22.528, 26.855, 26.758, 27.000, 27.000, 26.262, 4.434, 22.000, 25.000,  0.000, 0.000, 0.000, 0.000, 0.000,9.346495,8.783707,9.069392,9.144107,9.037292,8.410368,8.865,8.841453,12.102768,9.439664,10.749162,8.77077,8.722834,9.329000, 8.410000, 12.103000
09:22:34.523273,  28.000, 27.700, 27.700, 27.700, 28.000, 29.000, 29.700, 27.700, 27.300, 27.300, 27.300, 27.700, 28.000, 27.700, 27.700, 28.400, 28.000, 27.700, 28.400, 28.400, 27.300, 28.400, 28.000, 28.000, 27.000, 27.700, 27.700, 28.000, 28.000, 28.000, 27.300, 27.700, 24.495, 37.000, 25.665, -0.468, -0.468, 23.659, 37.000, 37.000, 26.718, 25.356, 26.237, 26.211, 26.316, 26.663, 23.339, 26.142, 22.069, 26.648, 26.555, 27.000, 27.000, 26.262, 4.434, 22.000, 25.000,  0.000, 0.000, 0.000, 0.000, 0.000,8.45199,7.886852,8.241072,8.009412,8.091092,7.39146,7.695,7.551335,10.885616,8.31176,9.578415,7.832485,8.173705,8.315000, 7.391000, 10.886000
