timestamp, aoss-0[14], cpuss-0[15], cpuss-1[16], cpuss-2[17], cpuss-3[18], cpu-1-0[19], cpu-1-1[20], cpu-1-2[21], cpu-1-3[22], cpu-1-4[23], cpu-1-5[24], cpu-1-6[25], cpu-1-7[26], cpu-1-8[27], gpuss-0[28], gpuss-1[29], aoss-1[30], cpu-0-0[31], cpu-0-1[32], cpu-0-2[33], cpu-0-3[34], nspss-0[35], nspss-1[36], nspss-2[37], video[38], ddr[39], mdmss-0[40], mdmss-1[41], mdmss-2[42], mdmss-3[43], camera-0[44], camera-1[45], pm8350-tz[48], pm8350c-tz[49], pm8350b-tz[53], pm8350b-ibat-lvl0[54], pm8350b-ibat-lvl1[55], pmr735a-tz[60], pm8450-tz[62], pm8010i-tz[63], sdm-therm[65], flash-therm[66], assign2-therm[67], assign3-therm[68], assign1-therm[69], batt-therm[70], usb-therm[71], xo-therm[72], disp-therm[73], pa-therm1[74], pa-therm2[75], qtm-n-therm[76], qtm-e-therm[77], assign4-therm[80], vbat[81], usb[87], battery[88], sony-cam-back0[82], sony-cam-back1[83], sony-cam-back1-ext[84], sony-cam-front0[85], sony-cam-back2[86], cpu_usage, screen_state, charging_state, batt_level, vbatt, cbatt, amb_temp
14:22:18.657683,  15.700, 15.700, 16.000, 16.000, 16.400, 16.000, 15.700, 15.700, 16.700, 17.700, 18.100, 16.000, 16.000, 15.300, 15.700, 16.400, 16.000, 15.700, 16.400, 16.400, 16.700, 16.400, 15.700, 16.400, 15.300, 15.700, 15.300, 16.000, 15.700, 16.000, 15.300, 15.700, 11.236, 37.000, 13.200, -0.312, -0.312, 10.636, 37.000, 37.000, 13.033, 11.571, 12.562, 12.051, 12.147, 11.146, 10.935, 12.099, 10.820, 12.900, 12.827, 27.000, 27.000, 12.580, 4.384, 10.000, 10.000,  0.000, 0.000, 0.000, 0.000, 0.000, 15.326, 0, 1, 100, 4.432, 0.0, 10.2
14:22:23.598803,  15.300, 15.000, 15.700, 15.300, 15.700, 15.300, 14.700, 15.300, 16.000, 17.100, 17.700, 15.300, 15.700, 14.700, 15.300, 15.700, 15.300, 15.000, 15.700, 16.000, 15.300, 15.700, 15.300, 16.000, 15.000, 15.300, 15.300, 15.700, 15.300, 15.700, 15.000, 15.300, 11.202, 37.000, 13.233, -0.312, -0.312, 10.903, 37.000, 37.000, 12.942, 11.577, 12.666, 12.110, 12.195, 11.140, 10.929, 12.163, 10.803, 12.952, 12.879, 27.000, 27.000, 12.775, 4.384, 10.000, 10.000,  0.000, 0.000, 0.000, 0.000, 0.000, 14.231, 0, 1, 100, 4.432, 0.0, 10.2
14:22:28.586332,  15.700, 15.300, 15.700, 15.300, 15.700, 15.700, 15.300, 15.700, 15.700, 16.400, 17.100, 15.300, 15.300, 15.000, 15.300, 16.000, 15.300, 15.300, 15.300, 15.700, 15.700, 15.700, 15.700, 15.700, 14.700, 15.300, 15.300, 15.700, 15.300, 15.300, 15.000, 15.000, 11.036, 37.000, 13.166, -0.312, -0.312, 10.670, 37.000, 37.000, 12.915, 11.594, 12.650, 12.137, 12.222, 11.151, 10.913, 12.174, 10.792, 12.952, 12.879, 27.000, 27.000, 12.775, 4.384, 10.000, 10.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.531, 0, 1, 100, 4.432, 0.0, 10.2
14:22:33.635499,  15.300, 15.300, 15.300, 15.300, 15.300, 15.300, 15.000, 15.300, 16.000, 16.400, 17.400, 15.000, 15.300, 15.000, 15.300, 15.700, 15.700, 15.000, 15.300, 15.300, 15.700, 15.700, 15.300, 16.000, 14.700, 15.300, 15.300, 15.300, 15.000, 15.300, 15.000, 15.300, 11.036, 37.000, 13.133, -0.312, -0.312, 10.470, 37.000, 37.000, 12.840, 11.599, 12.551, 12.142, 12.222, 11.157, 10.896, 12.179, 10.775, 13.003, 12.926, 27.000, 27.000, 12.796, 4.384, 10.000, 10.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.469, 0, 1, 100, 4.432, 0.0, 10.2
14:22:38.589720,  15.300, 15.000, 15.300, 15.300, 15.300, 15.300, 14.700, 15.300, 15.700, 16.400, 17.100, 15.000, 15.700, 15.000, 15.300, 16.000, 15.300, 15.000, 16.000, 15.300, 15.700, 16.000, 15.300, 15.700, 14.700, 15.300, 15.300, 15.300, 15.300, 15.300, 15.000, 15.300, 10.969, 37.000, 13.133, -0.312, -0.312, 10.437, 37.000, 37.000, 12.813, 11.610, 12.502, 12.142, 12.222, 11.167, 10.891, 12.179, 10.797, 13.019, 12.946, 27.000, 27.000, 12.602, 4.384, 10.000, 10.000,  0.000, 0.000, 0.000, 0.000, 0.000, 14.026, 0, 1, 100, 4.432, 0.0, 10.2
14:22:43.613907,  15.000, 15.300, 15.700, 15.300, 15.300, 15.000, 14.700, 15.300, 15.300, 16.400, 16.700, 15.000, 15.700, 15.000, 15.300, 16.000, 15.300, 15.000, 15.300, 15.300, 15.300, 15.700, 15.300, 16.000, 14.300, 15.300, 15.300, 15.700, 15.300, 15.300, 14.700, 15.300, 11.036, 37.000, 13.100, -0.312, -0.312, 10.337, 37.000, 37.000, 12.759, 11.605, 12.441, 12.126, 12.206, 11.167, 10.885, 12.163, 10.792, 13.003, 12.926, 27.000, 27.000, 12.501, 4.384, 10.000, 10.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.69, 0, 1, 100, 4.432, 0.0, 10.2
14:22:48.623809,  15.000, 15.300, 15.300, 15.300, 15.700, 15.300, 15.000, 15.700, 16.000, 16.700, 17.100, 15.000, 15.700, 15.000, 15.700, 15.700, 15.300, 15.000, 15.700, 15.300, 15.700, 15.700, 15.000, 16.000, 14.700, 15.700, 15.300, 15.300, 15.300, 15.300, 15.000, 15.000, 11.136, 37.000, 13.000, -0.312, -0.312, 10.337, 37.000, 37.000, 12.753, 11.605, 12.424, 12.121, 12.206, 11.167, 10.869, 12.153, 10.770, 13.003, 12.926, 27.000, 27.000, 12.501, 4.384, 10.000, 10.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.575, 0, 1, 100, 4.432, 0.0, 10.1
14:22:53.664841,  15.300, 15.300, 15.300, 15.000, 15.300, 15.000, 15.000, 15.700, 15.300, 16.400, 17.400, 15.000, 15.300, 15.000, 15.300, 16.000, 15.300, 15.000, 15.300, 15.000, 15.700, 16.000, 15.700, 16.000, 14.300, 15.300, 15.300, 15.700, 15.300, 15.300, 15.000, 15.300, 10.969, 37.000, 13.066, -0.312, -0.312, 10.503, 37.000, 37.000, 12.748, 11.599, 12.419, 12.121, 12.190, 11.178, 10.858, 12.137, 10.742, 12.993, 12.910, 27.000, 27.000, 12.474, 4.384, 10.000, 10.000,  0.000, 0.000, 0.000, 0.000, 0.000, 14.824, 0, 1, 100, 4.432, 0.0, 9.9
14:22:58.607571,  15.000, 15.300, 15.700, 15.000, 15.300, 15.700, 15.000, 15.000, 15.300, 16.000, 16.000, 15.000, 15.300, 15.000, 15.300, 16.000, 15.300, 15.000, 15.700, 15.700, 15.700, 16.000, 15.000, 15.300, 14.700, 15.000, 15.300, 15.700, 15.300, 15.300, 14.700, 15.000, 10.969, 37.000, 13.066, -0.312, -0.312, 10.304, 37.000, 37.000, 12.732, 11.588, 12.385, 12.105, 12.179, 11.189, 10.847, 12.131, 10.698, 12.972, 12.884, 27.000, 27.000, 12.442, 4.384, 10.000, 10.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.493, 0, 1, 100, 4.432, 0.0, 9.9
14:23:03.615823,  15.300, 15.300, 15.300, 15.000, 15.300, 15.300, 14.700, 15.300, 15.300, 16.000, 16.400, 15.300, 15.300, 15.000, 15.300, 16.000, 15.300, 15.300, 15.700, 15.700, 15.700, 16.000, 15.300, 15.700, 14.700, 15.300, 15.000, 15.700, 15.300, 15.700, 15.000, 15.000, 10.903, 37.000, 13.100, -0.312, -0.312, 10.304, 37.000, 37.000, 12.694, 11.571, 12.358, 12.083, 12.163, 11.189, 10.836, 12.115, 10.692, 12.972, 12.884, 27.000, 27.000, 12.442, 4.384, 10.000, 10.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.25, 0, 1, 100, 4.432, 0.0, 9.9
