timestamp, aoss-0[14], cpuss-0[15], cpuss-1[16], cpuss-2[17], cpuss-3[18], cpu-1-0[19], cpu-1-1[20], cpu-1-2[21], cpu-1-3[22], cpu-1-4[23], cpu-1-5[24], cpu-1-6[25], cpu-1-7[26], cpu-1-8[27], gpuss-0[28], gpuss-1[29], aoss-1[30], cpu-0-0[31], cpu-0-1[32], cpu-0-2[33], cpu-0-3[34], nspss-0[35], nspss-1[36], nspss-2[37], video[38], ddr[39], mdmss-0[40], mdmss-1[41], mdmss-2[42], mdmss-3[43], camera-0[44], camera-1[45], pm8350-tz[48], pm8350c-tz[49], pm8350b-tz[53], pm8350b-ibat-lvl0[54], pm8350b-ibat-lvl1[55], socd[59], pmr735a-tz[60], pm8450-tz[62], pm8010i-tz[63], sdm-therm[65], flash-therm[66], assign2-therm[67], assign3-therm[68], assign1-therm[69], batt-therm[70], usb-therm[71], xo-therm[72], disp-therm[73], pa-therm1[74], pa-therm2[75], qtm-n-therm[76], qtm-e-therm[77], assign4-therm[80], vbat[81], usb[87], battery[88], sony-cam-back0[82], sony-cam-back1[83], sony-cam-back1-ext[84], sony-cam-front0[85], sony-cam-back2[86], cpu_usage, screen_state, charging_state, batt_level, vbatt, cbatt, amb_temp
11:52:36.750488,  27.300, 27.300, 27.700, 27.700, 28.000, 27.300, 27.000, 27.700, 28.000, 29.000, 29.700, 27.300, 28.000, 27.000, 27.300, 27.700, 27.700, 27.300, 28.000, 27.700, 28.400, 28.000, 27.300, 27.700, 27.000, 27.700, 27.300, 27.300, 27.300, 27.300, 27.000, 27.300, 23.358, 37.000, 24.729, 0.078, 0.078, 0.001, 22.823, 37.000, 37.000, 25.972, 24.737, 25.533, 25.262, 25.345, 24.785, 24.108, 25.152, 24.108, 25.273, 25.210, 27.000, 27.000, 24.936, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.21, 0, 0, 99, 4.401, 0.17, 23.0
11:52:41.766671,  27.000, 27.000, 27.000, 27.000, 27.300, 27.000, 26.600, 27.000, 27.700, 28.700, 29.000, 26.600, 27.300, 26.600, 27.000, 28.000, 27.300, 26.600, 27.700, 27.300, 27.300, 27.700, 27.300, 27.000, 26.300, 27.000, 27.300, 27.300, 27.000, 27.000, 27.000, 27.300, 23.257, 37.000, 24.628, 0.078, 0.078, 0.001, 22.923, 37.000, 37.000, 25.870, 24.747, 25.589, 25.309, 25.392, 24.790, 24.108, 25.199, 24.108, 25.314, 25.210, 27.000, 27.000, 25.058, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 12.92, 0, 0, 99, 4.404, 0.13, 23.1
11:52:46.700139,  27.000, 27.000, 27.000, 27.000, 27.300, 27.000, 26.600, 27.000, 27.300, 27.700, 28.400, 26.600, 27.000, 26.300, 27.000, 27.300, 27.300, 26.600, 27.300, 27.000, 27.300, 27.300, 27.000, 27.300, 26.300, 26.600, 27.000, 27.300, 27.000, 26.600, 26.600, 27.000, 23.090, 37.000, 24.595, 0.156, 0.156, 0.001, 22.890, 37.000, 37.000, 25.811, 24.763, 25.574, 25.324, 25.398, 24.780, 24.108, 25.199, 24.118, 25.372, 25.268, 27.000, 27.000, 25.122, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.619, 0, 0, 99, 4.404, 0.137, 23.1
11:52:51.988767,  26.600, 27.000, 27.000, 26.600, 27.000, 27.000, 26.600, 26.600, 27.300, 28.400, 29.000, 27.000, 27.300, 26.600, 27.000, 27.300, 27.000, 26.600, 27.000, 27.300, 27.700, 27.700, 27.000, 27.300, 26.300, 27.000, 27.000, 27.300, 27.000, 27.300, 26.600, 26.600, 23.157, 37.000, 24.595, 0.156, 0.156, 0.001, 22.890, 37.000, 37.000, 25.773, 24.763, 25.563, 25.324, 25.398, 24.780, 24.118, 25.209, 24.124, 25.395, 25.308, 27.000, 27.000, 25.116, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.357, 0, 0, 99, 4.404, 0.134, 23.1
11:52:56.893848,  26.600, 26.600, 27.000, 27.000, 27.300, 27.000, 26.600, 27.000, 27.000, 28.700, 29.000, 26.600, 27.000, 26.000, 26.600, 27.300, 27.000, 26.600, 27.300, 27.000, 27.700, 27.700, 27.300, 27.300, 26.000, 27.000, 27.000, 27.300, 27.000, 27.000, 26.600, 27.000, 23.157, 37.000, 24.595, 0.156, 0.156, 0.001, 22.823, 37.000, 37.000, 25.773, 24.780, 25.548, 25.319, 25.398, 24.774, 24.108, 25.204, 24.118, 25.412, 25.308, 27.000, 27.000, 25.116, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 12.714, 0, 0, 99, 4.403, 0.111, 23.1
11:53:01.978814,  26.600, 26.600, 27.000, 27.000, 27.000, 27.000, 26.600, 27.000, 27.300, 28.400, 29.000, 26.600, 27.300, 26.600, 26.600, 27.300, 27.300, 27.000, 27.300, 27.300, 27.700, 27.700, 27.300, 27.300, 26.000, 27.000, 26.600, 27.300, 27.300, 27.300, 26.600, 27.000, 23.090, 37.000, 24.528, 0.156, 0.156, 0.001, 22.823, 37.000, 37.000, 25.789, 24.780, 25.548, 25.330, 25.392, 24.774, 24.113, 25.204, 24.129, 25.406, 25.302, 27.000, 27.000, 25.087, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.806, 0, 0, 99, 4.403, 0.14, 23.1
11:53:06.746202,  26.600, 27.000, 27.000, 26.600, 27.000, 27.000, 26.600, 27.000, 27.300, 28.000, 28.700, 26.600, 27.000, 26.300, 27.000, 27.300, 27.300, 26.600, 26.600, 26.600, 27.000, 27.700, 27.000, 27.700, 26.300, 27.000, 27.000, 27.300, 27.000, 27.300, 26.600, 26.600, 23.157, 37.000, 24.628, 0.078, 0.078, 0.001, 22.890, 37.000, 37.000, 25.767, 24.785, 25.548, 25.330, 25.398, 24.769, 24.118, 25.225, 24.129, 25.406, 25.302, 27.000, 27.000, 25.069, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.983, 0, 0, 99, 4.404, 0.136, 23.1
11:53:11.836755,  27.300, 27.000, 27.300, 27.000, 27.300, 27.000, 26.600, 27.000, 27.300, 28.400, 28.700, 27.000, 27.000, 26.600, 27.000, 27.300, 27.000, 26.600, 27.000, 27.000, 27.700, 27.700, 27.000, 27.300, 26.300, 27.000, 27.000, 27.300, 26.600, 27.300, 26.600, 27.000, 23.124, 37.000, 24.595, 0.078, 0.078, 0.001, 22.856, 37.000, 37.000, 25.762, 24.790, 25.543, 25.330, 25.392, 24.769, 24.113, 25.214, 24.134, 25.406, 25.308, 27.000, 27.000, 25.064, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.342, 0, 0, 99, 4.404, 0.133, 23.1
11:53:16.779122,  27.000, 27.000, 27.000, 27.000, 27.000, 27.000, 26.600, 27.000, 27.300, 28.000, 27.700, 26.600, 27.000, 26.600, 27.000, 27.700, 27.000, 26.600, 27.000, 26.600, 27.000, 27.300, 27.000, 27.300, 26.000, 26.600, 27.000, 27.000, 27.000, 27.000, 26.600, 27.300, 23.157, 37.000, 24.495, 0.078, 0.078, 0.001, 22.789, 37.000, 37.000, 25.767, 24.790, 25.538, 25.319, 25.392, 24.790, 24.129, 25.199, 24.124, 25.406, 25.297, 27.000, 27.000, 25.058, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.281, 0, 0, 99, 4.404, 0.126, 23.1
11:53:21.779818,  27.000, 26.600, 27.000, 27.000, 27.000, 27.000, 26.600, 26.600, 27.000, 27.700, 27.700, 26.300, 27.000, 26.300, 27.000, 27.700, 27.000, 26.600, 27.000, 27.000, 27.300, 27.700, 27.000, 27.300, 26.000, 27.000, 26.600, 27.000, 26.600, 27.000, 26.600, 27.000, 23.191, 37.000, 24.562, 0.078, 0.156, 0.001, 22.722, 37.000, 37.000, 25.757, 24.785, 25.533, 25.319, 25.392, 24.763, 24.124, 25.199, 24.103, 25.406, 25.297, 27.000, 27.000, 25.058, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 15.124, 0, 0, 99, 4.404, 0.128, 23.1
11:53:26.803676,  27.000, 27.000, 27.000, 27.000, 27.300, 27.000, 26.300, 27.300, 27.300, 28.000, 28.400, 26.600, 27.000, 26.600, 27.000, 27.700, 27.000, 27.000, 27.300, 27.000, 27.000, 27.300, 27.300, 27.300, 26.600, 27.000, 27.000, 27.300, 27.000, 27.300, 26.600, 27.000, 23.291, 37.000, 24.662, 0.078, 0.156, 0.001, 22.823, 37.000, 37.000, 25.827, 24.785, 25.563, 25.330, 25.398, 24.763, 24.118, 25.214, 24.108, 25.406, 25.297, 27.000, 27.000, 25.093, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.195, 0, 0, 99, 4.403, 0.132, 23.0
11:53:31.898962,  27.000, 27.000, 27.300, 27.000, 27.300, 27.000, 27.000, 27.000, 27.700, 28.400, 29.000, 27.000, 27.300, 26.600, 27.300, 27.700, 27.300, 27.000, 27.000, 27.000, 27.000, 28.000, 27.300, 27.700, 26.300, 27.300, 27.300, 27.300, 27.000, 27.700, 27.000, 27.000, 23.358, 37.000, 24.628, 0.078, 0.156, 0.001, 22.890, 37.000, 37.000, 25.972, 24.790, 25.654, 25.351, 25.439, 24.774, 24.124, 25.230, 24.097, 25.412, 25.331, 27.000, 27.000, 25.238, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 12.871, 0, 0, 99, 4.404, 0.121, 23.0
11:53:36.829266,  27.000, 27.300, 27.300, 27.300, 27.700, 27.000, 26.600, 26.600, 27.300, 28.400, 29.000, 27.000, 27.000, 27.000, 27.300, 27.700, 27.300, 27.000, 27.700, 27.300, 27.300, 28.000, 27.000, 27.700, 26.600, 27.300, 27.300, 27.300, 27.000, 27.000, 26.600, 27.000, 23.391, 37.000, 24.595, 0.156, 0.156, 0.001, 23.425, 37.000, 37.000, 25.940, 24.801, 25.665, 25.377, 25.455, 24.780, 24.134, 25.262, 24.108, 25.441, 25.331, 27.000, 27.000, 25.238, 4.384, 23.000, 23.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.736, 0, 0, 99, 4.399, 0.2, 23.0
