timestamp, aoss-0[14], cpuss-0[15], cpuss-1[16], cpuss-2[17], cpuss-3[18], cpu-1-0[19], cpu-1-1[20], cpu-1-2[21], cpu-1-3[22], cpu-1-4[23], cpu-1-5[24], cpu-1-6[25], cpu-1-7[26], cpu-1-8[27], gpuss-0[28], gpuss-1[29], aoss-1[30], cpu-0-0[31], cpu-0-1[32], cpu-0-2[33], cpu-0-3[34], nspss-0[35], nspss-1[36], nspss-2[37], video[38], ddr[39], mdmss-0[40], mdmss-1[41], mdmss-2[42], mdmss-3[43], camera-0[44], camera-1[45], pm8350-tz[48], pm8350c-tz[49], pm8350b-tz[53], pm8350b-ibat-lvl0[54], pm8350b-ibat-lvl1[55], socd[59], pmr735a-tz[60], pm8450-tz[62], pm8010i-tz[63], sdm-therm[65], flash-therm[66], assign2-therm[67], assign3-therm[68], assign1-therm[69], batt-therm[70], usb-therm[71], xo-therm[72], disp-therm[73], pa-therm1[74], pa-therm2[75], qtm-n-therm[76], qtm-e-therm[77], assign4-therm[80], vbat[81], usb[87], battery[88], sony-cam-back0[82], sony-cam-back1[83], sony-cam-back1-ext[84], sony-cam-front0[85], sony-cam-back2[86], cpu_usage, screen_state, charging_state, batt_level, vbatt, cbatt, amb_temp
15:43:58.878152,  52.600, 53.300, 53.300, 53.300, 53.300, 53.000, 53.000, 53.000, 53.300, 55.400, 55.700, 52.600, 53.000, 52.300, 52.000, 52.600, 53.000, 53.000, 53.300, 53.300, 54.400, 53.300, 52.600, 52.600, 52.600, 53.000, 52.600, 52.300, 52.300, 52.600, 52.300, 52.600, 50.366, 37.000, 50.501, 0.234, 0.234, 0.001, 49.425, 37.000, 37.000, 54.120, 52.445, 53.602, 53.061, 53.136, 52.012, 51.355, 52.918, 51.405, 52.197, 52.087, 27.000, 27.000, 52.579, 4.384, 50.000, 50.000,  0.000, 0.000, 0.000, 0.000, 0.000, 14.796, 0, 1, 99, 4.401, 0.231, 50.1
15:44:03.879500,  52.000, 52.300, 52.600, 52.300, 52.300, 52.000, 52.000, 52.300, 52.600, 54.400, 54.700, 52.000, 52.600, 51.600, 52.000, 52.300, 52.300, 52.000, 52.600, 52.600, 53.300, 53.000, 52.000, 52.300, 52.000, 52.300, 52.600, 52.300, 52.300, 52.600, 51.600, 52.000, 50.198, 37.000, 50.501, 0.234, 0.390, 0.001, 49.525, 37.000, 37.000, 54.009, 52.471, 53.662, 53.128, 53.203, 52.037, 51.363, 53.010, 51.413, 52.197, 52.087, 27.000, 27.000, 52.681, 4.384, 50.000, 50.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.265, 0, 1, 99, 4.402, 0.198, 50.1
15:44:08.884508,  52.000, 52.300, 52.000, 52.300, 52.300, 52.000, 51.300, 52.000, 52.600, 53.700, 54.400, 52.000, 52.000, 51.600, 52.000, 52.000, 52.300, 52.000, 52.600, 52.300, 53.000, 52.600, 52.300, 52.300, 51.600, 52.300, 52.000, 52.000, 52.000, 52.000, 51.300, 52.000, 49.996, 37.000, 50.164, 0.156, 0.156, 0.001, 49.459, 37.000, 37.000, 53.888, 52.496, 53.645, 53.144, 53.203, 52.012, 51.389, 53.019, 51.422, 52.333, 52.223, 27.000, 27.000, 52.681, 4.384, 50.000, 50.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.619, 0, 1, 99, 4.403, 0.193, 50.0
15:44:13.854801,  52.000, 52.300, 52.000, 52.000, 52.000, 52.000, 51.600, 52.000, 52.600, 53.300, 54.400, 51.600, 51.600, 51.600, 51.600, 52.000, 52.300, 52.000, 52.000, 52.600, 53.000, 52.600, 52.300, 52.600, 51.600, 52.300, 52.300, 52.300, 52.000, 52.000, 51.300, 52.000, 49.963, 37.000, 50.232, 0.156, 0.156, 0.001, 49.324, 37.000, 37.000, 53.819, 52.504, 53.576, 53.136, 53.203, 52.037, 51.363, 53.010, 51.413, 52.333, 52.223, 27.000, 27.000, 52.605, 4.384, 50.000, 50.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.852, 0, 1, 99, 4.403, 0.185, 50.0
15:44:18.898016,  51.600, 51.600, 52.300, 52.000, 52.300, 51.600, 51.600, 51.600, 52.000, 53.300, 54.400, 51.600, 52.000, 51.300, 51.600, 52.300, 52.300, 52.000, 52.600, 52.000, 53.000, 52.600, 52.000, 52.300, 51.600, 52.000, 52.300, 52.000, 51.600, 52.300, 51.600, 52.000, 49.895, 37.000, 50.265, 0.156, 0.234, 0.001, 49.324, 37.000, 37.000, 53.767, 52.521, 53.524, 53.128, 53.195, 52.053, 51.389, 53.002, 51.422, 52.333, 52.223, 27.000, 27.000, 52.605, 4.384, 50.000, 50.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.402, 0, 1, 99, 4.403, 0.191, 50.0
15:44:23.874533,  51.600, 52.000, 52.600, 52.000, 52.000, 52.000, 51.600, 52.000, 52.300, 53.300, 54.000, 52.000, 52.000, 51.600, 51.600, 52.000, 52.300, 51.600, 52.300, 52.300, 53.000, 52.600, 52.300, 52.300, 51.600, 52.300, 52.000, 52.000, 52.000, 52.300, 51.600, 52.000, 49.929, 37.000, 50.299, 0.156, 0.156, 0.001, 49.324, 37.000, 37.000, 53.749, 52.530, 53.498, 53.128, 53.187, 52.037, 51.355, 52.994, 51.413, 52.325, 52.223, 27.000, 27.000, 52.537, 4.384, 50.000, 50.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.368, 0, 1, 99, 4.404, 0.175, 50.1
15:44:28.947696,  52.000, 52.000, 52.300, 52.000, 52.300, 52.000, 51.300, 52.000, 52.600, 53.700, 54.000, 51.600, 52.000, 51.600, 52.000, 52.000, 52.300, 52.000, 52.300, 52.300, 53.000, 52.600, 52.000, 52.300, 51.600, 52.300, 52.000, 52.000, 52.300, 52.000, 51.600, 51.600, 49.862, 37.000, 50.198, 0.234, 0.234, 0.001, 49.391, 37.000, 37.000, 53.741, 52.530, 53.489, 53.128, 53.178, 52.053, 51.389, 52.985, 51.413, 52.325, 52.215, 27.000, 27.000, 52.495, 4.384, 50.000, 50.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.572, 0, 1, 99, 4.404, 0.176, 50.1
15:44:33.926762,  52.000, 52.000, 52.600, 52.000, 52.300, 52.000, 51.600, 51.600, 52.300, 54.000, 55.000, 52.000, 52.300, 51.600, 52.000, 52.600, 52.300, 52.300, 52.300, 52.300, 53.300, 53.000, 52.000, 52.600, 51.600, 52.000, 51.600, 52.000, 52.000, 52.300, 51.600, 52.300, 49.929, 37.000, 50.232, 0.156, 0.156, 0.001, 49.324, 37.000, 37.000, 53.758, 52.530, 53.480, 53.128, 53.170, 52.061, 51.405, 52.977, 51.430, 52.291, 52.189, 27.000, 27.000, 52.469, 4.384, 50.000, 50.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.282, 0, 1, 99, 4.403, 0.189, 50.0
15:44:38.887592,  52.000, 52.000, 52.300, 52.000, 52.000, 52.000, 51.600, 52.300, 52.300, 53.300, 54.400, 51.600, 52.000, 51.300, 51.600, 52.000, 52.000, 51.600, 52.000, 52.300, 52.600, 52.600, 52.300, 52.300, 51.300, 52.300, 52.000, 52.000, 52.000, 52.300, 51.600, 52.000, 49.895, 37.000, 50.097, 0.156, 0.156, 0.001, 49.256, 37.000, 37.000, 53.723, 52.521, 53.472, 53.111, 53.161, 52.094, 51.405, 52.985, 51.422, 52.291, 52.189, 27.000, 27.000, 52.469, 4.384, 50.000, 50.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.613, 0, 1, 99, 4.403, 0.184, 50.0
15:44:43.906160,  52.000, 51.600, 52.300, 52.000, 52.000, 51.600, 51.600, 52.000, 52.300, 53.300, 54.000, 51.600, 52.000, 51.300, 51.600, 52.000, 52.000, 51.600, 52.300, 52.300, 52.600, 52.300, 52.300, 52.300, 51.600, 52.300, 52.300, 52.000, 52.000, 52.000, 52.000, 52.000, 49.929, 37.000, 50.164, 0.156, 0.156, 0.001, 49.256, 37.000, 37.000, 53.697, 52.530, 53.463, 53.111, 53.161, 52.086, 51.396, 52.960, 51.422, 52.283, 52.180, 27.000, 27.000, 52.469, 4.384, 50.000, 50.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.619, 0, 1, 99, 4.399, 0.272, 50.0
