timestamp, aoss-0[14], cpuss-0[15], cpuss-1[16], cpuss-2[17], cpuss-3[18], cpu-1-0[19], cpu-1-1[20], cpu-1-2[21], cpu-1-3[22], cpu-1-4[23], cpu-1-5[24], cpu-1-6[25], cpu-1-7[26], cpu-1-8[27], gpuss-0[28], gpuss-1[29], aoss-1[30], cpu-0-0[31], cpu-0-1[32], cpu-0-2[33], cpu-0-3[34], nspss-0[35], nspss-1[36], nspss-2[37], video[38], ddr[39], mdmss-0[40], mdmss-1[41], mdmss-2[42], mdmss-3[43], camera-0[44], camera-1[45], pm8350-tz[48], pm8350c-tz[49], pm8350b-tz[53], pm8350b-ibat-lvl0[54], pm8350b-ibat-lvl1[55], pmr735a-tz[60], pm8450-tz[62], pm8010i-tz[63], sdm-therm[65], flash-therm[66], assign2-therm[67], assign3-therm[68], assign1-therm[69], batt-therm[70], usb-therm[71], xo-therm[72], disp-therm[73], pa-therm1[74], pa-therm2[75], qtm-n-therm[76], qtm-e-therm[77], assign4-therm[80], vbat[81], usb[87], battery[88], sony-cam-back0[82], sony-cam-back1[83], sony-cam-back1-ext[84], sony-cam-front0[85], sony-cam-back2[86], cpu_usage, screen_state, charging_state, batt_level, vbatt, cbatt, amb_temp
15:10:29.485624,  37.600, 38.300, 38.300, 38.300, 38.300, 37.900, 37.900, 39.600, 40.300, 39.000, 38.300, 37.600, 37.900, 37.200, 36.900, 37.900, 37.600, 38.300, 38.300, 38.600, 38.600, 37.900, 37.600, 37.600, 37.600, 37.900, 37.200, 36.900, 37.200, 37.200, 36.900, 37.600, 34.394, 37.000, 35.497, -0.312, -0.312, 33.892, 37.000, 37.000, 37.333, 35.962, 36.776, 36.256, 36.315, 35.208, 35.424, 36.118, 35.372, 35.915, 35.801, 27.000, 27.000, 36.354, 4.384, 34.000, 33.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.442, 0, 1, 100, 4.425, 0.0, 35.4
15:10:34.493907,  36.900, 36.900, 37.200, 36.900, 37.200, 37.200, 36.900, 36.900, 37.200, 37.900, 39.000, 36.900, 37.600, 36.600, 37.200, 37.600, 37.600, 37.200, 37.600, 37.200, 37.200, 37.900, 36.900, 37.600, 36.600, 37.200, 36.900, 37.200, 36.900, 37.600, 36.900, 37.200, 34.227, 37.000, 35.430, -0.312, -0.312, 33.792, 37.000, 37.000, 37.272, 35.998, 36.956, 36.357, 36.416, 35.231, 35.430, 36.220, 35.378, 35.915, 35.921, 27.000, 27.000, 36.354, 4.384, 34.000, 33.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.486, 0, 1, 100, 4.425, 0.0, 35.3
15:10:39.506724,  36.900, 36.900, 36.900, 36.900, 37.200, 36.600, 36.900, 37.200, 37.600, 38.600, 39.600, 36.600, 36.900, 36.600, 36.900, 37.600, 36.900, 36.900, 37.200, 36.900, 37.600, 37.600, 37.200, 37.200, 36.600, 37.200, 36.900, 36.900, 36.900, 37.200, 36.600, 36.900, 34.227, 37.000, 35.330, -0.312, -0.312, 33.625, 37.000, 37.000, 37.206, 36.040, 36.931, 36.422, 36.470, 35.255, 35.442, 36.274, 35.389, 36.022, 35.921, 27.000, 27.000, 36.273, 4.384, 34.000, 33.000,  0.000, 0.000, 0.000, 0.000, 0.000, 15.467, 0, 1, 100, 4.425, 0.0, 35.3
15:10:44.511856,  36.600, 37.200, 37.200, 36.900, 36.900, 36.900, 36.600, 36.900, 37.600, 38.600, 39.000, 36.900, 36.900, 36.600, 36.600, 37.200, 36.900, 36.900, 37.200, 37.200, 37.900, 37.600, 37.200, 37.600, 36.600, 37.200, 36.900, 37.200, 36.900, 37.200, 36.900, 36.900, 34.227, 37.000, 35.364, -0.312, -0.312, 33.591, 37.000, 37.000, 37.242, 36.076, 36.950, 36.476, 36.523, 35.290, 35.459, 36.327, 35.413, 36.116, 36.060, 27.000, 27.000, 36.285, 4.384, 34.000, 34.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.094, 0, 1, 100, 4.425, 0.0, 35.4
15:10:49.518909,  36.900, 37.200, 37.200, 36.900, 37.200, 37.200, 36.900, 36.900, 36.900, 38.300, 39.000, 36.900, 36.900, 36.600, 36.900, 37.200, 37.200, 36.900, 37.200, 36.900, 37.600, 37.600, 37.200, 37.200, 36.600, 37.200, 36.900, 36.900, 36.900, 36.900, 36.600, 36.900, 34.260, 37.000, 35.397, -0.312, -0.312, 33.692, 37.000, 37.000, 37.212, 36.106, 36.919, 36.499, 36.547, 35.313, 35.471, 36.369, 35.424, 36.160, 36.060, 27.000, 27.000, 36.285, 4.384, 34.000, 34.000,  0.000, 0.000, 0.000, 0.000, 0.000, 12.961, 0, 1, 100, 4.425, 0.0, 35.4
15:10:54.479096,  36.900, 36.900, 37.600, 36.900, 37.200, 37.200, 36.900, 36.900, 37.600, 38.300, 39.000, 36.600, 37.200, 36.600, 36.900, 37.200, 36.900, 37.200, 37.600, 37.200, 37.600, 37.900, 37.200, 37.600, 36.600, 36.900, 36.900, 37.200, 36.900, 37.200, 36.600, 36.900, 34.260, 37.000, 35.430, -0.312, -0.312, 33.692, 37.000, 37.000, 37.248, 36.142, 36.937, 36.535, 36.576, 35.348, 35.488, 36.381, 35.448, 36.160, 36.060, 27.000, 27.000, 36.285, 4.384, 34.000, 34.000,  0.000, 0.000, 0.000, 0.000, 0.000, 14.564, 0, 1, 100, 4.425, 0.0, 35.4
15:10:59.466787,  36.900, 36.900, 37.200, 37.200, 37.200, 36.900, 36.600, 36.900, 37.600, 38.300, 39.300, 36.600, 36.900, 36.600, 36.900, 37.200, 37.200, 36.900, 37.200, 37.200, 37.600, 37.600, 37.200, 37.600, 36.200, 36.900, 36.900, 37.200, 36.900, 37.200, 36.900, 36.900, 34.327, 37.000, 35.497, -0.312, -0.312, 33.558, 37.000, 37.000, 37.260, 36.172, 36.962, 36.558, 36.600, 35.378, 35.500, 36.422, 35.459, 36.204, 36.091, 27.000, 27.000, 36.329, 4.384, 34.000, 34.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.342, 0, 1, 100, 4.425, 0.0, 35.4
15:11:04.461094,  36.900, 37.200, 37.600, 36.900, 37.200, 37.200, 36.600, 36.600, 37.200, 38.300, 39.300, 36.900, 37.200, 36.600, 36.900, 37.200, 37.200, 37.200, 37.600, 37.200, 37.900, 37.900, 36.900, 37.600, 36.200, 37.200, 36.900, 37.200, 36.900, 37.600, 36.900, 37.200, 34.193, 37.000, 35.531, -0.312, -0.312, 33.558, 37.000, 37.000, 37.254, 36.190, 36.962, 36.582, 36.617, 35.413, 35.506, 36.428, 35.465, 36.229, 36.123, 27.000, 27.000, 36.304, 4.384, 34.000, 34.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.767, 0, 1, 100, 4.425, 0.0, 35.3
15:11:09.503422,  36.900, 37.200, 37.600, 36.900, 37.200, 36.900, 36.600, 37.200, 37.900, 39.000, 39.600, 36.900, 37.200, 36.600, 37.200, 37.600, 37.200, 36.900, 37.200, 37.600, 37.900, 37.600, 37.200, 37.600, 36.600, 37.200, 36.900, 37.200, 36.900, 37.200, 36.900, 36.900, 34.293, 37.000, 35.531, -0.312, -0.312, 33.625, 37.000, 37.000, 37.272, 36.214, 36.986, 36.594, 36.647, 35.436, 35.518, 36.470, 35.477, 36.267, 36.167, 27.000, 27.000, 36.292, 4.384, 34.000, 34.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.359, 0, 1, 100, 4.425, 0.0, 35.3
15:11:14.523174,  36.600, 36.900, 37.200, 36.900, 37.200, 37.200, 36.600, 37.200, 37.200, 38.300, 39.000, 36.900, 36.900, 36.900, 36.900, 37.600, 36.900, 36.900, 37.200, 37.600, 37.600, 37.900, 37.200, 37.200, 36.600, 37.200, 37.200, 37.200, 36.900, 37.200, 36.900, 36.900, 34.293, 37.000, 35.464, -0.312, -0.312, 33.491, 37.000, 37.000, 37.272, 36.232, 36.974, 36.611, 36.659, 35.465, 35.535, 36.470, 35.488, 36.273, 36.191, 27.000, 27.000, 36.342, 4.384, 34.000, 34.000,  0.000, 0.000, 0.000, 0.000, 0.000, 13.282, 0, 1, 100, 4.425, 0.0, 35.3
